"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
-3.34387231504289,-2.64085895156189,-3.42344299060947,-3.60453830568019,-3.29683736633791,-2.53577898016176,-2.22285012497519,-2.67800607975383,-3.51324688547078,-2.43041846450393,-2.22747762050724,-2.32380872944567,-1.49165487677772,-1.26620288086207,-1.56112405215555,-2.0874737133771,-1.77254525030425,-2.36552489276792,-2.21549038614311,-1.95899538860397,-2.06514423697901,-1.15486523021891,-1.94491064872223,-1.48545193265311,-0.552342303968924,-0.238764932217167,-0.334354480650212,-0.511159012667228,-0.582858826665822,-0.462829425497735,-0.266703666066589,-0.112049503808623,-0.170076830377518,-0.384633598528231,-0.176737178500054,0,-0.0516091337332302,-0.240035418984428,-0.571460662303346,-1.05555279920766,-1.35285958503365,-1.4679383501604,-1.22145811866696,-1.08975166023591,-1.19832213281712,-1.51731462355829,-2.02798826009092,-2.22747762050724,-2.88419089882108,-5.65499231048677,-4.62537289330561,-4.11659017116942,-3.7214026458195,-5.44914025628262,-3.90207267457498,-4.52820914485196,-5.59942245933196,-4.64599218050835,-4.67774087882293,-5.24004845842406
-4.33514304877503,-4.99083266680008,-3.48024058900261,-3.47054745979695,-4.76768911548587,-2.56785357060893,-2.56265199841285,-2.74887219562247,-2.62279035715139,-2.40683511436785,-2.59026716544583,-2.47218787738023,-2.09882825548003,-1.82077641829855,-1.46231184754381,-1.22621841327326,-1.04242100901837,-1.0059419538268,-1.13289322264498,-1.17344359929111,-0.895508192691627,-0.847464540944303,-0.762926075167862,-0.518185978172283,-0.364131244615187,-0.176021444245475,-0.119346757632566,-0.445662297859578,-1.1062413158326,-1.07148362127986,-0.709276562489829,-0.77826943397678,-1.19270321206771,-0.828737834866294,-0.658745753842613,-0.669040105216712,-0.745282934980474,-0.712941807888125,-0.775876828158941,-0.807436326962073,-0.868453402459995,-1.24722831299689,-1.47141661453673,-2.35493157336626,-4.65646348037564,-2.94313982343482,-3.26230538279554,-4.53751153751428,-4.52820914485196,-4.8665349501225,-4.51899248974704,-5.08320598693109,-5.87813586180098,-5.52146091786225,-4.89285225843987,-5.54677872584654,-5.24004845842406,-6.64539101451465,-5.25909665339476,-6.07484615604703
-4.7444322533216,-5.38169897548709,-4.81589121730374,-3.77226106305299,-2.83702058239917,-2.68531071413272,-2.30960970793101,-2.63526453137656,-2.85423271128029,-2.50347803537344,-2.02874842736432,-1.68093391413917,-1.27690198434869,-1.35518336609484,-1.4961092271271,-1.35945770716633,-1.22655930299873,-1.20697731334623,-0.935473551290929,-0.756939313647725,-0.568278198514076,-0.436336771775251,-0.389493338598466,-0.277467750044809,-0.12148989758771,-0.0598561671533656,0,-0.155017722266609,-0.387134151423441,-0.582142622517034,-0.880199911729801,-1.22213677495361,-1.59701539243554,-2.67655153404284,-2.14472700837847,-1.53386672558703,-1.50688132410901,-1.28157405034949,-1.46577056262169,-1.93516805252341,-1.88849065818783,-1.74583053733966,-1.73954659778112,-1.94911528000426,-2.39909599337489,-4.28308668681898,-3.0597376035299,-3.03655426807425,-4.14143616975595,-5.40367788220586,-6.50229017087397,-5.25909665339476,-5.5727542122498,-4.84089251950916,-4.47414192358169,-5.29831736654804,-5.80914299031403,-5.05145728861651,-5.14989736142976,-5.80914299031403
-3.53016776295912,-3.2754461763566,-3.66126428708096,-5.08320598693109,-4.3428059215206,-2.79360808946386,-2.41351665370133,-2.20093143926755,-2.32995628979018,-2.58893472021205,-2.94124408826992,-2.11279152136139,-1.73556818957831,-1.59012560140173,-1.29938298913059,-1.46058696570175,-1.31826195072806,-1.22621841327326,-1.11017892503958,-0.711311151187616,-0.615815837623622,-0.468884255977819,-0.38184624250953,-0.284088536941651,-0.162048451954399,-0.112273242482786,-0.00722604509173958,-0.0905813782312385,-0.345311185288417,-0.459182390614152,-0.490043084583462,-0.768301854160706,-1.27403767877422,-1.75967957576464,-1.79275996956164,-1.36218728577666,-1.2964536571201,-1.13662573086633,-1.30048370470678,-1.67131331615219,-1.86304067123302,-1.37753285545132,-1.5506974174115,-1.71424302680023,-1.91528395551355,-2.68677806582667,-2.21549038614311,-2.3870542496205,-3.22640409128899,-4.67774087882293,-4.87960703168985,-5.03595310208055,-4.93367425296013,-4.52820914485196,-5.27851473925186,-4.58536755869191,-5.49676830527187,-5.20300718674371,-5.29831736654804,-4.7444322533216
-4.32753844938981,-4.8283137373023,-3.97389840914623,-4.26158048159801,-3.13269812862715,-2.70605219843954,-2.79852210426629,-4.33514304877503,-2.40905733750456,-2.38379514841959,-1.93447577142965,-1.91392710320226,-1.56685746489898,-1.36335938983739,-1.34592046698162,-1.61696617885489,-1.42961948585826,-1.16027494906022,-0.897223669156929,-0.792083928419969,-0.714779480687059,-0.568101691585721,-0.4725669116489,-0.394376811122744,-0.18850060787067,-0.125223144754078,-0.0838164860931106,-0.10925698593695,-0.281169988836558,-0.39511881605402,-0.436491486713287,-0.691748159646238,-1.00430260919737,-1.47054591356748,-1.99363088526673,-1.54975491027293,-1.42920186213117,-1.31938365583726,-1.25001674282734,-1.57987911019256,-1.79637008178574,-1.33446121247987,-1.3657077275115,-1.77431255562433,-1.9193655938332,-2.05104846717862,-2.37946613733,-2.63666020501554,-3.42651518964645,-3.65738078705457,-4.29768548624013,-5.42615073805792,-5.87813586180098,-6.16581793425276,-6.11929791861787,-5.33913936106829,-4.28308668681898,-4.26869794936688,-5.87813586180098,-5.05145728861651
-3.90703546391711,-4.45675018086982,-4.39815601660377,-3.70908216143146,-2.9058915695542,-3.87280229227486,-2.41799594450537,-2.48171175889148,-2.01365380114183,-2.12109721694867,-1.74755121456373,-1.97544195166135,-1.58865537325157,-1.35479569406052,-1.34093865939909,-1.56207734107426,-1.37357558871212,-1.13538001286032,-0.837710631751298,-0.742337424750717,-0.629609159755958,-0.501370464995236,-0.401074759806872,-0.290887203400729,-0.113168698105638,-0.061343630241052,0,-0.0217344921460061,-0.165700455777719,-0.269318388434823,-0.400328324003012,-0.695349604115145,-0.989399203694793,-1.51594756934676,-1.95474909772252,-1.31676829847128,-1.33560124680437,-1.16989349067307,-1.08116537506439,-1.54975491027293,-2.14558134418438,-1.32614043830014,-1.51276502517384,-1.87015353665607,-1.92141267745493,-2.2595256035336,-2.09964424899736,-2.59695615359662,-3.01593498087151,-3.79869432012114,-5.74460446917646,-4.87960703168985,-5.40367788220586,-5.18498868124103,-4.89285225843987,-5.59942245933196,-5.40367788220586,-5.84304454198971,-7.13089883029635,-6.31996861408002
-4.18645985112991,-4.58536755869191,-4.48295255326384,-3.63818633979842,-4.6356293934728,-3.24163281199082,-2.4569024533784,-2.39141630670066,-2.35493157336626,-1.8944568674664,-1.65495842773591,-1.5535302804958,-1.49209942001687,-1.35751255969444,-1.77136877958032,-1.59800353480844,-1.37120872370185,-1.07382211986089,-0.909811765776446,-0.786798736641401,-0.593301845590229,-0.512326749892258,-0.535459904724352,-0.340520419467782,-0.0512932943875506,-0.0143017847108596,0,-0.0431162910736281,-0.145951055484304,-0.338554402825538,-0.528819887138269,-0.838635487308551,-1.23890937420683,-1.74640376750726,-2.56394985712845,-1.47098116928708,-1.40283032975999,-1.17086045287573,-1.10503285647103,-1.50507789710986,-2.44069839512368,-1.57793924537473,-1.71036383102406,-1.81769285125456,-2.18925640768704,-2.50715225873532,-2.19193857290698,-2.3538783873816,-3.18931702262666,-4.42284862919414,-5.33913936106829,-5.31852007386556,-5.49676830527187,-5.62682143352007,-6.64539101451465,-5.38169897548709,-5.59942245933196,-6.81244509917781,-5.68397984736002,-5.7138328105097
-3.83506196429202,-4.39005880637115,-4.05128507276165,-4.18645985112991,-2.80016549001002,-2.27691734624547,-2.172434408529,-2.433833379604,-2.15416508787577,-2.44645546341375,-1.85533845087093,-2.55104645229255,-2.30558960201434,-2.39141630670066,-2.71507481603917,-2.17683388768849,-1.74869997976761,-1.35751255969444,-1.1104824612386,-0.939047718996771,-0.609173746783767,-0.49184032385491,-0.353537015247805,-0.273121921120451,-0.226524259473687,-0.0937613798144744,-0.127038233170723,-0.22953895840307,-0.224394333215862,-0.331285709933913,-0.445193950337161,-0.460132509450473,-0.522729528268815,-0.483210456733017,-0.431090655747137,-0.390970661957712,-0.469523744408885,-0.670016763171091,-0.944175935363691,-1.116878097475,-1.38270082560976,-1.8773173575897,-2.02268320786123,-1.79757635454962,-2.10784101620153,-2.32483070194137,-3.09665819214395,-3.60086857679122,-4.02295456613543,-4.68855179492714,-6.31996861408002,-5.25909665339476,-5.31852007386556,-4.64599218050835,-4.31250057202527,-4.40631932724293,-5.36019277026612,-6.31996861408002,-7.41858090274813,-6.07484615604703
-3.79423996977176,-6.26590139280974,-4.89285225843987,-4.6356293934728,-3.11226608980994,-2.4013010659332,-2.42024313646228,-2.72570513634093,-1.81769285125456,-1.92964317659144,-1.93655405413129,-2.35598586972116,-2.78385191451849,-1.80727928088609,-2.64789627828246,-2.47218787738023,-1.3509272172826,-1.31714150243157,-1.17312034084317,-0.759714424832058,-0.517850238702955,-0.3222735172214,-0.130906269847799,-0.0818610264803205,-0.0745080521750616,-0.00581688532156485,0,-0.0975025813612386,-0.157238776426491,-0.31567010899195,-0.430936774081834,-0.499061756845749,-0.58196365159933,-0.516340804454101,-0.466011607976198,-0.605319470194425,-0.736890103507864,-0.925079237907234,-1.56685746489898,-1.80120392805605,-1.69499580079575,-2.73029581004953,-2.57965698633381,-3.02413174807569,-3.34387231504289,-3.51660823317348,-3.72554343848553,-3.27280416689376,-4.43121687886465,-4.91988093082779,-5.27851473925186,-5.68397984736002,-4.35052796761451,-4.60517018598809,-5.42615073805792,-5.16728910414163,-5.80914299031403,-5.65499231048677,-6.16581793425276,-5.91450350597185
-4.38202663467388,-4.18645985112991,-3.82584530918709,-4.04555439805267,-3.31869616015041,-2.66499071164176,-2.43840481613658,-2.78709340844266,-2.07784282031614,-2.03868354920767,-2.42136862898401,-2.99573227355399,-2.76780020550798,-2.06042353584407,-2.52447942490782,-2.6009911288088,-1.58572138581678,-1.22077992264232,-1.1416241792614,-0.783728558791184,-0.517682411229204,-0.342349473794089,-0.19540679634261,-0.17138161675562,-0.0981642487872313,-0.01999864650669,0,-0.13330284731442,-0.276676193275247,-0.413094135272656,-0.547143886440102,-0.667869373375677,-0.738981716903745,-0.694347901136464,-0.654503556967741,-0.679047056181164,-0.781541331322541,-1.04839457250749,-1.69010581550156,-1.66600826392249,-1.62607555358712,-2.26240330336121,-2.90042209374967,-3.01186165548387,-2.777400279237,-2.98578194270082,-3.70095203534821,-3.82126864215968,-4.58536755869191,-5.36019277026612,-6.26590139280974,-5.49676830527187,-4.90627527877201,-5.80914299031403,-5.29831736654804,-5.33913936106829,-6.37712702791997,-5.49676830527187,-4.75599307572268,-5.14989736142976
-4.3428059215206,-7.41858090274813,-4.73300355749798,-3.0878475624618,-2.94694210938456,-2.55361384779779,-2.37408109469912,-2.3633972323908,-1.76550709808399,-1.90851802983825,-1.87601102167565,-2.20727491318972,-2.41911890925,-2.09070473395855,-2.12276666641821,-2.16718045598784,-1.54318211665704,-1.25948551425619,-1.0106014113454,-0.610645959048202,-0.404515559072576,-0.225772002667902,-0.0754781411759567,-0.102365006678028,-0.0842515524475911,0,-0.0180621428184085,-0.0951901870037489,-0.20040406434472,-0.362118303604798,-0.527632742082372,-0.607520094592508,-0.665142984150348,-0.618225254042686,-0.592216461981505,-0.631487800173217,-0.728567125791206,-0.970219073899711,-1.69772282730167,-1.74296930505862,-1.78438671489864,-2.69711026106388,-2.79852210426629,-3.28341434600577,-2.93181894781034,-3.58271925828555,-4.02295456613543,-4.47414192358169,-4.91988093082779,-4.45675018086982,-4.68855179492714,-4.85363154528659,-5.49676830527187,-6.64539101451465,-6.81244509917781,-5.40367788220586,-5.54677872584654,-6.11929791861787,-6.07484615604703,-6.4377516497364
-4.30506559353775,-5.40367788220586,-5.27851473925186,-3.54391368386375,-2.88061946645349,-2.37623163316234,-2.27205588795922,-2.42701517137222,-1.83508459396643,-1.65652951996795,-1.84769510155836,-2.19642489716566,-2.12276666641821,-2.14216837158814,-1.95545556189884,-1.50733268949695,-1.32501113270299,-1.30453005931725,-0.951399908987723,-0.559140900712211,-0.386103754629545,-0.133874308556328,0,-0.111155049366162,-0.17197526473981,-0.0862116968190654,-0.0718182877904723,-0.0998203352822109,-0.195042121203335,-0.358676946609405,-0.539396580754027,-0.708463884671839,-0.78460479104878,-0.661842330731533,-0.567395975254385,-0.637901706333967,-0.664754106058728,-0.982964865142148,-1.47753284155416,-2.12611394987827,-2.2182439445603,-3.14423228187243,-2.23492644452023,-2.84215318562569,-5.38169897548709,-3.05124498348425,-3.19907319757202,-3.54045944899566,-3.9528449999484,-4.66704558970618,-5.99146454710798,-5.59942245933196,-4.77952357313287,-4.58536755869191,-4.64599218050835,-6.03228654162824,-5.59942245933196,-5.87813586180098,-5.80914299031403,-5.80914299031403
-4.75599307572268,-3.83970234384852,-3.7214026458195,-3.11226608980994,-2.70755032606056,-2.56265199841285,-2.99773427622466,-2.4013010659332,-2.09638426241015,-2.13284231840695,-2.55747734262284,-2.2063662352535,-2.26144314966287,-2.4615808244845,-3.0878475624618,-2.03714862948958,-1.3130438993803,-1.22179738923849,-1.0026659476209,-0.703601638463804,-0.466011607976198,-0.203095856010432,-0.0793679353835727,-0.138113302129634,-0.216664585216501,-0.132845913333429,0,-0.0143017847108596,-0.0590071805800324,-0.20899412820979,-0.358533813423732,-0.384192972832625,-0.416880010923463,-0.363268059408376,-0.316081546973479,-0.403467105445491,-0.524755529299489,-0.713553990337608,-1.06740436154392,-1.44138432743785,-1.76258909192828,-2.2896688677275,-2.56915820223559,-2.47100374461901,-3.64965874096066,-3.40219788199574,-3.88733039283777,-3.47699909507844,-4.59521985513492,-4.65646348037564,-5.36019277026612,-4.93367425296013,-5.22135632541191,-6.11929791861787,-6.4377516497364,-5.84304454198971,-5.14989736142976,-5.29831736654804,-6.03228654162824,-5.80914299031403
-5.00564775258522,-4.64599218050835,-6.03228654162824,-5.14989736142976,-3.92713664323819,-2.78385191451849,-3.14191478373207,-2.35282630943079,-2.48171175889148,-2.13707065451647,-2.32483070194137,-2.3979952777987,-2.72417958303209,-2.82514597297846,-2.48650793115497,-2.04253118765974,-1.59061615819351,-0.964693471102323,-0.809456302960328,-0.649321701019916,-0.525770071151813,-0.420680273914645,-0.460766423893254,-0.511159012667228,-0.701582659381047,-0.571460662303346,-0.370194494026245,-0.160990686092126,0,-0.0870841069071134,-0.264486514848592,-0.481752376280284,-0.603672174132343,-0.59493213306299,-0.604587003580465,-0.59511344028858,-0.785043195264482,-1.05958390170063,-1.08352665125007,-1.25421402076268,-1.38549468094933,-1.80727928088609,-1.82946133641207,-1.90313805721144,-2.02041820123037,-2.67800607975383,-2.81008292666736,-2.88061946645349,-3.4867552700238,-4.17338776956255,-5.84304454198971,-5.33913936106829,-6.07484615604703,-6.21460809842219,-5.52146091786225,-6.26590139280974,-5.68397984736002,-5.68397984736002,-5.27851473925186,-5.77635316749104
-4.94766049493487,-4.57561138374655,-4.30506559353775,-3.00780485478826,-3.67695088324866,-2.51825662946955,-2.65783248494159,-2.60639654737571,-4.44816643717843,-2.41017030367398,-3.54391368386375,-1.86175284104859,-1.94002748589716,-2.26818366627671,-1.94911528000426,-2.09801292726527,-2.41687423939617,-1.58620978631489,-2.49253567695249,-1.88124663572959,-1.19369249491838,-1.82759392223727,-2.70755032606056,-1.94771177100194,-3.23145460707506,-1.79999327415516,-1.07910382228007,-0.722575991250757,-0.652773286421672,-0.596383512127637,-0.493968506699568,-0.51266063971172,-0.390970661957712,-0.116870951731415,0,-0.0495054199038393,-0.167354129672168,-0.346300374940193,-0.400925428066133,-0.457916968110589,-0.672952473274426,-0.876829662993241,-1.26726765469825,-1.76901998225857,-1.95122424387908,-2.33201390368486,-2.43155547429101,-2.44992568089275,-3.33822258250077,-3.75930191841048,-3.68091128446476,-5.44914025628262,-5.33913936106829,-4.87960703168985,-4.39005880637115,-4.55638002181866,-5.22135632541191,-5.74460446917646,-4.91988093082779,-5.06720564558465
-4.03985637693803,-4.06284589516273,-2.99373427089132,-3.55785119170753,-3.64199586821509,-3.34955414851032,-3.31869616015041,-2.92807362508018,-3.65738078705457,-3.04913305028111,-2.94503915923847,-1.68523962585038,-2.26336437984076,-2.35598586972116,-2.39470038190185,-1.77904069682028,-1.85278417106583,-3.28341434600577,-2.02798826009092,-1.56733673641546,-1.62151049366837,-2.3580978029243,-1.62709284767282,-2.08586210948276,-2.78709340844266,-1.5413120833865,-0.7674397851418,-0.435254436918917,-0.455706324544911,-0.493149438753048,-0.350125013075,-0.620640489773197,-0.521886571125416,-0.169247397306683,-0.0532952970582236,-0.0299438763730721,-0.25282986168457,-0.459974093608557,-0.551647618286246,-0.486458267317696,-0.606969484318893,-0.731264502673073,-1.07704651075355,-1.65234541344538,-2.17683388768849,-2.74887219562247,-2.39579747471622,-2.32278780031156,-2.87706074383649,-3.9792317551216,-4.73300355749798,-5.47267075369281,-4.04555439805267,-4.06867681547352,-4.84089251950916,-5.29831736654804,-4.49184150068109,-4.02295456613543,-3.5267606046375,-5.06720564558465
-3.63061054598996,-3.12356564506388,-4.29035944614806,-4.77952357313287,-3.49002859536877,-3.12812146159974,-3.37845789469267,-2.55104645229255,-2.47218787738023,-2.55232932610543,-3.42038020107893,-1.57987911019256,-1.65652951996795,-2.23961029383266,-1.92620556578098,-1.49968704847498,-1.57503648571677,-2.20273975802433,-2.22747762050724,-2.14986400597638,-1.50327771660571,-2.67509910096252,-1.57987911019256,-1.43380534379094,-2.40351101158401,-1.47928722796906,-0.532389801681831,-0.16759059219396,-0.166408838333906,-0.264095762645639,-0.216292076365108,-0.468404907882039,-0.423883693632182,-0.133874308556328,-0.0115666363714654,-0.0674226763174342,-0.362405618647717,-0.5563461390678,-0.532389801681831,-0.406015259413646,-0.570752572346339,-0.644928608289471,-0.998585974600985,-1.61093903856037,-1.8891518152367,-2.9798589243977,-2.37408109469912,-2.32074906362172,-2.94884868765514,-3.97389840914623,-4.60517018598809,-5.5727542122498,-3.9792317551216,-4.16048436472665,-4.99083266680008,-4.6356293934728,-4.91988093082779,-4.81589121730374,-4.75599307572268,-4.65646348037564
-3.30225743380725,-3.2114038100295,-3.4514385980989,-3.53016776295912,-2.50103603171788,-2.00842405444456,-2.15330339027829,-2.71356538179032,-4.16691525505694,-2.98380370268872,-2.4013010659332,-1.36845444299156,-1.92141267745493,-2.06199462807612,-2.10127823628901,-1.79036044831435,-1.94911528000426,-2.05182637464686,-1.68362281062348,-2.17507177269509,-1.57551969423064,-3.82126864215968,-1.42711635564015,-1.36766889699673,-3.72970144863419,-1.6486986263874,-0.743809095362173,-0.356246464320665,-0.381992751923022,-0.43959082283754,-0.34771520256726,-0.621198681247361,-0.415363940287412,-0.138342949621745,-0.049400350295127,-0.0403012967735257,-0.259807535685801,-0.389788628723157,-0.44145504584132,-0.397496938458987,-0.505009238444551,-0.662617975525122,-0.967057848927808,-1.47928722796906,-1.88255983355455,-2.52447942490782,-2.52074110279722,-2.58760404802634,-2.871746293773,-4.04555439805267,-5.14989736142976,-4.69948086545933,-4.13516655674236,-4.13516655674236,-4.81589121730374,-4.96184512992682,-4.30506559353775,-5.00564775258522,-4.85363154528659,-4.99083266680008
-3.93734081341244,-4.25451331437492,-4.01184334071036,-3.20398721237445,-3.24163281199082,-3.69288747551148,-2.41687423939617,-2.32995628979018,-2.47693848013882,-2.12779180262088,-1.88255983355455,-2.02343935156455,-1.94211735081662,-2.08425309867706,-2.72876324269975,-2.41911890925,-2.09882825548003,-1.68956395691339,-0.946749939358864,-1.00566854302537,-1.47098116928708,-1.34323487165944,-0.86916862480542,-0.536485370546568,-0.572169254007043,-0.607336524146834,-0.739819588758376,-0.371498558544891,-0.0205088766315404,0,-0.0464628744103409,-0.123863987222386,-0.266312046715588,-0.423578163535091,-0.607520094592508,-0.778051687650389,-0.759500681109966,-1.61595912942437,-2.66068962974237,-1.90179757443699,-1.76433887365206,-1.79938849639255,-1.34707364796661,-0.955551445827458,-0.979763154829729,-1.42129997031871,-2.22840569481979,-3.79869432012114,-4.16691525505694,-3.9792317551216,-4.38202663467388,-5.87813586180098,-5.00564775258522,-4.42284862919414,-6.72543372218818,-6.11929791861787,-5.14989736142976,-5.47267075369281,-5.00564775258522,-6.72543372218818
-3.83506196429202,-3.83970234384852,-3.60086857679122,-4.27586643884549,-3.33260459019654,-2.54465665419377,-2.4013010659332,-2.39909599337489,-2.1619539632543,-2.32995628979018,-2.1177666560015,-2.20545838226332,-2.12695252435089,-1.73613556548006,-1.43129172705063,-1.54271428039119,-1.64558335907045,-1.73443440260879,-2.59561477177242,-2.06751297081456,-1.60694103223551,-1.85087273372056,-1.34515241778872,-0.618782098604639,-0.16960278438618,0,-0.141102840978,-0.394228476182177,-0.591132255153216,-0.768301854160706,-1.01915436733339,-1.58230924504585,-1.82015894374975,-1.56446454679137,-1.17118298150295,-1.45072622127928,-2.24620475955794,-3.26230538279554,-2.94124408826992,-2.04716798112954,-1.49566289817526,-1.65286747036144,-1.84073965144977,-2.36233509739982,-2.47693848013882,-2.70306265959117,-3.37552963491358,-3.0597376035299,-3.33260459019654,-4.29768548624013,-4.80362112471193,-4.26869794936688,-5.42615073805792,-5.25909665339476,-4.91988093082779,-6.16581793425276,-5.36019277026612,-6.03228654162824,-7.01311579463996,-6.37712702791997
-5.03595310208055,-4.40631932724293,-4.99083266680008,-4.52820914485196,-3.83044301843572,-3.56136613381498,-2.94313982343482,-2.85597033117883,-2.24999264287488,-2.19912638462582,-2.36765708973776,-2.49253567695249,-2.3859667019331,-2.39579747471622,-1.90582442551603,-1.79215954924939,-2.06514423697901,-1.98485889919389,-2.21183072972558,-2.05104846717862,-1.53897944878554,-1.24167467150995,-0.858493633147938,-0.483210456733017,-0.202483448617907,-0.0385329497167837,-0.188742124596877,-0.541972352762827,-0.762068626026367,-1.03874089163072,-1.29938298913059,-1.95899538860397,-1.68039700137459,-1.52509676400035,-1.44392347395653,-1.75735804251072,-2.8319141883246,-2.7790092900427,-1.68902239177694,-1.40568107492008,-1.20932041065253,-1.19039868429882,-1.48060504059113,-1.91054300521802,-2.20545838226332,-2.13876700776465,-2.80016549001002,-3.40219788199574,-3.58993950625903,-4.60517018598809,-6.07484615604703,-4.97623386737892,-5.99146454710798,-5.91450350597185,-5.25909665339476,-5.62682143352007,-5.9522438339547,-5.62682143352007,-7.41858090274813,-5.65499231048677
-5.62682143352007,-4.85363154528659,-4.68855179492714,-3.2519156789464,-2.93746336543002,-2.12276666641821,-2.08505728046547,-2.27691734624547,-2.08828049034704,-2.42136862898401,-2.36765708973776,-2.08344956307737,-1.83320665914223,-1.86950481785291,-1.68956395691339,-1.7533082828538,-1.9125720894448,-1.7441128157607,-1.92757919237059,-1.84579335772054,-1.48854859515865,-1.62201669464096,-1.08826599661397,-0.539911204661087,-0.161930867146221,0,-0.16759059219396,-0.411885675911087,-0.586267818932849,-0.935218741759674,-1.12917459425075,-1.58279598148768,-1.65025990695436,-1.50192970471882,-1.15613547491178,-1.48368670712854,-2.53199825732185,-2.59293739400171,-2.14900600506575,-1.62505929333706,-1.33979252746847,-1.38349827381789,-1.61797424345639,-2.35598586972116,-2.37408109469912,-2.3382122706372,-3.26754099684948,-3.1349943408875,-3.39322921201298,-5.20300718674371,-4.84089251950916,-4.43121687886465,-5.20300718674371,-5.65499231048677,-5.62682143352007,-7.82404601085629,-6.31996861408002,-5.31852007386556,-6.03228654162824,-6.4377516497364
-3.87280229227486,-3.98459369826298,-4.33514304877503,-3.85848223850012,-2.79688141480883,-2.79197543603997,-2.79360808946386,-2.98380370268872,-2.31364604035347,-2.21365888379964,-2.24148999363423,-2.13791847143881,-2.04716798112954,-1.8382223436384,-1.78379129957888,-1.6513021165328,-1.82325013631943,-1.80362964179854,-1.96825801271922,-1.94771177100194,-1.41510544297401,-1.26726765469825,-0.84629836005412,-0.43959082283754,-0.0986056037541221,0,-0.212327258880361,-0.491186408513642,-0.642454066244427,-1.00048789067491,-1.29243978564827,-2.28278246569787,-2.01066202628501,-1.84389522364858,-1.63373060500314,-1.72204685681675,-3.14888345304817,-2.21091790446822,-1.73613556548006,-1.39392338828438,-1.1551826401565,-1.23100147671386,-1.65967912887085,-2.66499071164176,-2.57965698633381,-2.39689577246529,-3.12129549652934,-3.71317214668298,-3.63061054598996,-4.65646348037564,-4.26869794936688,-4.90627527877201,-5.06720564558465,-4.81589121730374,-4.7444322533216,-5.42615073805792,-5.87813586180098,-6.26590139280974,-5.31852007386556,-6.07484615604703
-4.27586643884549,-3.8076629901039,-4.72170400224404,-4.52820914485196,-3.83970234384852,-4.29768548624013,-2.71961683747368,-2.3496767005279,-2.54338357954698,-2.2876964805003,-2.07068003601126,-2.49132721759092,-3.00983119793349,-2.46745973618428,-1.88782993797879,-1.96897408865386,-2.23867176725039,-1.6486986263874,-1.20697731334623,-1.12485359987334,-0.96837381174438,-0.56951462011467,-0.289951311895824,-0.132731712453958,-0.100041354180226,-0.286216480290171,-0.377169238953317,-0.350550877230772,-0.533753128409695,-0.974714652011872,-1.51140417216273,-1.33636199237168,-1.31975783731965,-1.23546347141731,-1.61847865708625,-1.47490701947649,-1.14381888150619,-1.24792469185512,-1.23065906958844,-1.27082511131378,-1.31602230813456,-1.55494972715003,-1.88849065818783,-1.72092828846746,-1.68739945390381,-1.76200651107871,-2.41017030367398,-2.72417958303209,-3.11226608980994,-4.50986000618377,-6.03228654162824,-5.08320598693109,-4.93367425296013,-4.48295255326384,-6.72543372218818,-6.11929791861787,-5.99146454710798,-5.13280292807046,-5.54677872584654,-5.33913936106829
-4.51899248974704,-4.67774087882293,-4.41454982637944,-3.2754461763566,-2.68971924441749,-2.44992568089275,-2.29859307172451,-2.71205822249975,-2.3633972323908,-2.26721794915675,-2.33098456751574,-2.99373427089132,-1.86691414282882,-1.07763388228292,-0.733136188776309,-0.420071260497527,-0.256441836715724,-0.245005798171345,-0.204321797073622,-0.20714717822961,-0.186691089311897,-0.158409736747642,-0.119910296672558,-0.117208200905541,-0.107585210679937,-0.0338670695115773,0,-0.0905813782312385,-0.391266388708351,-0.763784260159386,-1.23959998196909,-1.21773371957597,-1.74525763557664,-1.55494972715003,-1.3590683748663,-1.48016557672996,-1.53758247533367,-1.83195665897947,-3.29413830936875,-4.44816643717843,-3.02002496612304,-3.54737989184024,-2.81842325858358,-3.14423228187243,-3.29954372793566,-5.99146454710798,-3.42038020107893,-3.66126428708096,-4.00633368489939,-4.52820914485196,-4.39005880637115,-4.8665349501225,-6.07484615604703,-4.44816643717843,-5.24004845842406,-4.8665349501225,-4.87960703168985,-5.18498868124103,-5.20300718674371,-5.54677872584654
