"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice","ExteriorFirst","BsmtUnfSf","EncodeLotShape","EncodeNeighborhood","EncodeHouseStyle","EncodeBsmtExposure","EncodeKitchenQual","EncodeBsmtQual","BathToRoom","EncodeBldgType","EncodedFoundation","EncodeSaleType","EncodedSaleCondition","cent1","EncodeNeighborhoodL","EncodeCondition1","EncodeCondition1L","EncodeLotConfig","EncodeHeatingQC","cent2","cent3","EncodeExteriorFirst"
116,160,"FV",3.52636052461616,8.0802374162167,"Reg","Corner","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","BrkFace",7.02908756414966,"TA","TA","PConc","Gd","No","GLQ",6.03787091992214,310,6.59167373200866,"Gd","Y","SBrkr",6.59167373200866,6.59167373200866,7.2848209125686,0,0,2,1,2,"TA",5,1,"Detchd",1999,"Unf",2,6.08677472691231,"Y",6,2007,"WD","Normal",12.0782392740203,"MetalSd",5.73657229747919,4,0,0,0,1,1,1.5,0,1,0,1,0.00436440813324905,0,1,0,0,0,-0.00505717132900286,0.000917980120568366,0
117,20,"RL",4.65396035015752,9.36013873706458,"Reg","Inside","Sawyer","Norm","1Fam","1Story",5,5,1962,1962,"Gable","Wd Sdng","BrkFace",4.75359019110636,"TA","TA","CBlock","TA","No","LwQ",5.13579843705026,252,6.99576615630485,"TA","Y","SBrkr",6.99576615630485,0,6.99576615630485,0,1,1,0,3,"TA",6,1,"Attchd",1962,"Unf",1,5.66296048013595,"Y",9,2009,"WD","Normal",11.8422292121128,"Wd Sdng",5.52942908751142,4,0,1,0,1,1,0.666666666666667,0,0,0,1,-0.0162864722836538,0,1,0,0,1,0.205002738427578,0.0503764966104126,0
118,20,"RL",4.30406509320417,9.05204779298159,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,5,2006,2007,"Gable","VinylSd","None",5.74300318780948,"TA","TA","PConc","Gd","No","Unf",5.7037824746562,1125,7.02553831463852,"Gd","Y","SBrkr",7.02553831463852,0,7.02553831463852,0,0,1,1,2,"TA",5,0,"Attchd",2007,"Unf",2,6.06378520868761,"Y",4,2007,"New","Partial",11.9511803959014,"VinylSd",7.02553831463852,4,0,1,0,1,1,1,0,1,1,1,-0.00675324370215518,1,1,0,0,0,0.0850051151715723,0.0185909805912543,0
119,60,"RL",4.49980967033027,9.4235143922529,"Reg","Corner","SawyerW","Norm","1Fam","2Story",7,5,1990,1990,"Hip","Plywood","None",5.14749447681345,"TA","TA","PConc","Gd","Mn","GLQ",7.29301767977278,203,7.42237370098682,"Gd","Y","SBrkr",7.43779512167193,7.32843735289516,8.07775756373692,1,0,3,0,5,"Gd",11,2,"Attchd",1990,"Unf",3,6.38687931936265,"Y",5,2010,"WD","Normal",12.6760762747759,"Plywood",5.31320597904179,4,0,0,0,0,1,0.8,0,1,0,1,0.0566751456993658,0,1,0,0,0,0.582044750277614,0.525518384221249,0
120,60,"RL",4.17438726989564,9.0432226489245,"Reg","Inside","CollgCr","Norm","1Fam","2Story",6,5,2005,2006,"Gable","VinylSd","None",5.19295685089021,"Gd","TA","PConc","Gd","No","Unf",4.94875989037817,728,6.59030104819669,"Ex","Y","SBrkr",6.59030104819669,6.59030104819669,7.28344822875663,0,0,2,1,3,"Gd",8,1,"Attchd",2005,"Fin",2,5.96614673912369,"Y",7,2006,"New","Partial",12.0075607293375,"VinylSd",6.59030104819669,4,0,0,0,0,1,1,0,1,1,1,-0.00181996452649573,0,1,0,0,0,0.00210884778466965,-0.000354247775936318,0
121,80,"RL",3.8286413964891,9.97361977471651,"IR1","CulDSac","ClearCr","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Plywood","None",5.8406416573734,"TA","TA","CBlock","TA","Gd","ALQ",6.84374994900622,0,6.84374994900622,"Ex","Y","SBrkr",6.89568269774787,0,6.89568269774787,1,0,1,0,1,"TA",4,2,"Attchd",1969,"Unf",2,6.29156913955832,"Y",10,2006,"WD","Normal",12.1007121298723,"Plywood",4.52178857704904,1,0,0,1,1,1,2,0,0,0,1,0.00633078302030414,0,1,0,0,0,-0.0073356692140032,-0.0268232784756367,0
122,50,"RM",3.91202300542815,8.70946507906336,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","AsbShng","None",5.08140436498446,"TA","TA","PConc","TA","No","Unf",4.75359019110636,732,6.59578051396131,"Gd","Y","SBrkr",6.64898455002478,5.86078622346587,7.02375895473844,0,0,1,0,3,"TA",4,0,"Detchd",1979,"Unf",1,5.57594910314632,"P",6,2007,"WD","Normal",11.5129254649702,"AsbShng",6.59578051396131,4,0,0,0,1,1,0.333333333333333,0,1,0,1,-0.0451005501586313,0,1,0,0,0,1.0831290855557,0.125074288394319,0
123,20,"RL",4.31748811353631,9.15525040565822,"Reg","Corner","NAmes","Norm","1Fam","1Story",6,7,1958,1958,"Hip","MetalSd","BrkFace",4.90527477843843,"TA","Gd","CBlock","TA","No","BLQ",6.3456363608286,510,6.98471632011827,"Gd","Y","SBrkr",6.98471632011827,0,6.98471632011827,0,0,1,0,3,"TA",5,0,"Attchd",1958,"Unf",1,5.66296048013595,"Y",6,2008,"WD","Normal",11.8204101647182,"MetalSd",6.23441072571837,4,0,1,0,1,1,0.333333333333333,0,0,0,1,-0.0181956389306848,0,1,0,0,0,0.021083835586349,0.0585796500170956,0
124,120,"RL",4.00733318523247,8.97360486714251,"Reg","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","Plywood","None",5.66296048013595,"Gd","TA","PConc","Gd","No","GLQ",5.7037824746562,899,7.08924315502751,"Ex","Y","SBrkr",7.08924315502751,0,7.08924315502751,0,0,2,0,2,"Gd",5,0,"Attchd",1993,"RFn",2,6.27287700654617,"Y",3,2008,"WD","Normal",11.944058319827,"Plywood",6.80128303447162,4,0,1,0,0,1,1,0,1,0,1,-0.00737642535866634,0,1,0,0,0,0.0085472865267086,0.0149360894435007,0
125,20,"RL",3.87120101090789,9.74349484122524,"IR1","CulDSac","NWAmes","Norm","1Fam","1Story",6,5,1979,1998,"Gable","HdBoard","None",5.17048399503815,"TA","Gd","CBlock","Gd","No","Unf",5.82894561761021,1362,7.21670948670946,"TA","Y","SBrkr",7.36897040219479,0,7.36897040219479,0,0,2,0,3,"TA",7,1,"Attchd",1979,"Unf",2,6.07534603108868,"Y",1,2009,"WD","Normal",12.106252310248,"HdBoard",7.21670948670946,1,0,1,0,1,1,0.666666666666667,0,0,0,1,0.00681554880317044,1,1,0,0,1,-0.00789738194653081,0.00798810738400169,0
126,190,"RM",4.0943445622221,8.82173238093444,"Reg","Inside","IDOTRR","Norm","2fmCon","1.5Fin",6,8,1935,1982,"Gable","Wd Sdng","None",5.24174701505964,"TA","Fa","CBlock","TA","Av","GLQ",6.19440539110467,30,6.25382881157547,"Gd","N","SBrkr",6.25382881157547,0,6.62539236800796,1,0,1,0,2,"TA",5,0,"Attchd",1957,"Unf",0,5.99146454710798,"N",6,2006,"WD","Normal",11.3445068133453,"Wd Sdng",3.40119738166216,4,0,0,0,1,1,1,0,0,0,1,-0.0598371821758155,0,1,0,0,0,0.069335147600548,0.438366776539355,0
127,120,"RL",3.97029191355212,8.50268850521336,"IR1","Inside","NPkVill","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","Plywood","None",2.77258872223978,"TA","TA","CBlock","Gd","No","ALQ",4.78749174278205,958,6.98286275146894,"TA","Y","SBrkr",6.86484777797086,0,6.86484777797086,0,0,2,0,2,"TA",5,1,"Attchd",1977,"RFn",2,6.08677472691231,"Y",2,2007,"WD","Normal",11.7597855429018,"Plywood",6.86484777797086,1,0,1,0,1,1,1,0,0,0,1,-0.0235002933396227,0,1,0,0,1,0.0272304986316263,0.107851299728867,0
128,45,"RM",4.00733318523247,8.38662882139512,"IR1","Inside","OldTown","Feedr","1Fam","1.5Unf",5,7,1930,1950,"Gable","Wd Sdng","None",6.07534603108868,"TA","Gd","BrkTil","TA","No","LwQ",4.75359019110636,556,6.51025834052315,"Ex","Y","SBrkr",6.73340189183736,0,6.73340189183736,0,0,1,0,3,"TA",5,1,"Attchd",1936,"Unf",0,5.90263333340137,"N",6,2007,"WD","Normal",11.3736633976367,"WdShing",6.32076829425058,1,0,0,0,1,1,0.333333333333333,0,0,0,1,-0.0572859810503132,0,0,0,0,0,0.721075920204736,0.348963191743286,0
129,60,"RL",4.23410650459726,8.93458687038968,"Reg","Inside","NAmes","PosN","1Fam","2Story",6,5,1966,1966,"Gable","VinylSd","BrkFace",5.5834963087817,"TA","TA","CBlock","TA","No","BLQ",6.23832462503951,148,6.49223983502047,"TA","Y","SBrkr",6.49223983502047,6.53378883793334,7.20637729147225,0,0,1,1,3,"TA",6,1,"Attchd",1966,"RFn",2,6.11589212548303,"Y",7,2006,"WD","Normal",11.9511803959014,"VinylSd",4.99721227376411,4,0,0,0,1,1,0.666666666666667,0,0,0,1,-0.00675324370215518,0,0,0,0,1,0.0078251871469417,0.00463384137517902,0
130,20,"RL",4.23410650459726,9.10197534729806,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1958,1991,"Gable","Plywood","BrkFace",4.44265125649032,"TA","TA","CBlock","TA","No","Rec",6.34035930372775,413,6.91572344863131,"TA","Y","FuseA",6.95939851213398,0,6.95939851213398,0,1,1,1,3,"Ex",6,0,"2Types",1998,"RFn",2,6.62007320653036,"Y",7,2006,"WD","Abnorml",11.9183905730784,"Plywood",6.02344759296103,4,0,1,0,0,1,1,0,0,0,0,0.100347397648455,0,1,0,0,1,0.12111946169745,0.033762719533261,0
131,60,"RL",4.47733681447821,9.56099724358935,"Reg","Corner","NAmes","Norm","1Fam","2Story",7,6,1966,1966,"Gable","MetalSd","BrkFace",5.73334127689775,"TA","TA","CBlock","TA","No","Rec",6.09807428216624,479,6.82871207164168,"Ex","Y","SBrkr",7.10332206252611,6.84694313958538,7.67647364638916,0,0,2,1,4,"Gd",8,2,"Attchd",1966,"Fin",2,6.18826412308259,"Y",5,2006,"WD","Normal",12.3282902782544,"MetalSd",6.17170059741091,4,0,0,0,0,1,0.75,0,0,0,1,0.0262438710037358,0,1,0,0,0,0.269520389514556,0.122988345089298,0
132,60,"RL",4.44265125649032,9.4111565114063,"IR1","Corner","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","BrkFace",3.68887945411394,"Gd","TA","PConc","Gd","No","GLQ",6.54391184556479,297,6.89972310728487,"Ex","Y","SBrkr",6.92951677076365,6.93925394604151,7.6275443904885,1,0,2,1,3,"Gd",7,1,"BuiltIn",2000,"RFn",2,5.96614673912369,"Y",7,2009,"WD","Normal",12.4049235042753,"VinylSd",5.6937321388027,1,0,0,0,0,1,1.33333333333333,0,1,0,1,0.0329492782805658,0,1,0,0,0,-0.0381793224520842,0.135987371412313,0
133,20,"RL",4.31748811353631,8.90761234131913,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,6,1959,2002,"Gable","MetalSd","None",4.97673374242057,"TA","TA","CBlock","TA","No","Rec",6.00388706710654,658,6.96885037834195,"Gd","Y","SBrkr",7.19067603433221,0,7.19067603433221,1,0,1,0,3,"Gd",7,0,"Detchd",1974,"Unf",2,6.43615036836943,"Y",7,2007,"WD","Normal",11.9233781145894,"MetalSd",6.48920493132532,4,0,1,0,0,1,0.666666666666667,0,0,0,1,-0.00918594331695089,0,1,0,0,0,0.115626238894318,0.00795142805842666,0
134,20,"RL",4.11087386417331,8.83244179158582,"IR1","Inside","Timber","Norm","1Fam","1Story",8,5,2001,2002,"Gable","VinylSd","BrkFace",4.91265488573605,"Gd","TA","PConc","Ex","No","GLQ",6.91274282049318,262,7.14440718032114,"Ex","Y","SBrkr",7.16703787691222,0,7.16703787691222,1,0,2,0,2,"Gd",6,0,"Attchd",2001,"Fin",2,6.15485809401642,"Y",6,2009,"WD","Normal",12.3013828253345,"VinylSd",5.5683445037611,1,0,1,0,0,0,1.5,0,1,0,1,0.0238894688732423,0,1,0,0,0,0.518363554757496,-0.0271326695341466,0
135,20,"RL",4.35670882668959,9.24329147211587,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,6,1968,1993,"Gable","Plywood","None",5.74300318780948,"TA","TA","CBlock","TA","No","Rec",6.3456363608286,891,7.2868764117507,"Gd","Y","SBrkr",7.45066079621154,0,7.45066079621154,0,0,2,1,3,"TA",7,1,"Attchd",1968,"RFn",2,6.08677472691231,"Y",7,2006,"WD","Normal",12.1007121298723,"Plywood",6.79234442747081,1,0,1,0,1,1,1,0,0,0,1,0.00633078302030414,0,1,0,0,0,-0.0796874751603363,0.0133303892088718,0
136,20,"RL",4.38202663467388,9.24956108512946,"Reg","Inside","NWAmes","Norm","1Fam","1Story",7,6,1970,1970,"Hip","Plywood","BrkFace",5.66296048013595,"TA","TA","PConc","TA","No","Unf",2.77258872223978,1304,7.1731917424866,"Gd","Y","SBrkr",7.42773884053289,0,7.42773884053289,0,0,2,0,3,"TA",7,1,"Attchd",1970,"Unf",2,6.27287700654617,"Y",5,2008,"WD","Normal",12.0668105781967,"Plywood",7.1731917424866,4,0,1,0,1,1,0.666666666666667,0,1,0,1,0.00336439724868203,1,1,0,0,0,0.0345518257126551,0.00620287525729822,0
137,20,"RL",4.21950770517611,9.24522477382969,"IR1","Corner","NAmes","Norm","1Fam","1Story",5,5,1967,1967,"Gable","MetalSd","BrkFace",5.27811465923052,"TA","TA","CBlock","TA","No","BLQ",6.54391184556479,519,7.10167597161944,"TA","Y","SBrkr",7.10167597161944,0,7.10167597161944,0,0,2,0,3,"TA",5,1,"Attchd",1967,"RFn",1,5.76205138278018,"Y",7,2007,"WD","Normal",11.870599909242,"MetalSd",6.25190388316589,1,0,1,0,1,1,0.666666666666667,0,0,0,1,-0.0138040362848474,0,1,0,0,1,0.173755567839428,0.0259895741000775,0
138,90,"RL",4.40671924726425,9.31199402570268,"Reg","Inside","Mitchel","Norm","Duplex","1Story",7,5,1988,1989,"Gable","VinylSd","BrkFace",4.24849524204936,"TA","TA","CBlock","TA","No","Unf",4.38202663467388,1907,7.55328660560042,"Gd","Y","SBrkr",7.58018941794454,0,7.58018941794454,0,0,3,0,5,"TA",9,0,"2Types",1989,"Unf",3,6.64118216974059,"Y",7,2006,"WD","Family",12.0494188354848,"VinylSd",7.55328660560042,4,0,1,0,1,1,0.6,1,0,0,0,-0.0192158917973894,1,1,0,0,0,0.0189234124701841,0.00660758527633158,0
139,60,"RL",4.29045944114839,9.1122864315008,"IR1","Inside","CollgCr","Norm","1Fam","2Story",8,5,1999,2000,"Gable","VinylSd","BrkFace",5.76832099579377,"Gd","TA","PConc","Gd","Mn","GLQ",6.50428817353665,336,6.91174730025167,"Ex","Y","SBrkr",6.91174730025167,6.7428806357919,7.52402141520612,0,0,2,1,3,"Gd",7,2,"Attchd",1999,"Fin",3,6.49223983502047,"Y",12,2008,"WD","Normal",12.3458345879053,"VinylSd",5.8171111599632,1,0,0,0,0,1,1,0,1,0,1,0.0277789980981904,0,1,0,0,0,0.602760165082957,0.0817828503018783,0
140,60,"RL",4.17438726989564,9.64380967649394,"IR1","Inside","CollgCr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","None",4.27666611901606,"TA","TA","PConc","Gd","No","GLQ",6.71052310945243,107,6.8330317327862,"Ex","Y","SBrkr",6.8330317327862,6.7286286130847,7.47533923656674,1,0,2,1,3,"Gd",7,0,"Attchd",1997,"RFn",2,6.1527326947041,"Y",8,2009,"WD","Normal",12.3523351525084,"VinylSd",4.67282883446191,1,0,0,0,0,1,1.33333333333333,0,1,0,1,0.028347797500961,0,1,0,0,0,-0.0328474478979389,0.0676856255661906,0
141,20,"RL",4.24849524204936,9.25913053614561,"Reg","FR2","NAmes","Norm","1Fam","1Story",4,5,1971,1971,"Gable","HdBoard","None",3.73766961828337,"TA","TA","CBlock","TA","No","ALQ",6.06842558824411,432,6.76157276880406,"TA","Y","SBrkr",6.76157276880406,0,6.76157276880406,0,0,1,0,3,"TA",5,1,"Detchd",1989,"Unf",0,5.76205138278018,"Y",4,2010,"ConLI","Normal",11.6526874073454,"HdBoard",6.06842558824411,4,0,1,0,1,1,0.333333333333333,0,0,0,1,-0.0328713802008048,0,1,0,1,1,0.78943489275901,0.189656212232826,0
142,20,"RL",4.35670882668959,9.36263218231844,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","None",5.33753807970132,"Gd","TA","PConc","Gd","Av","GLQ",7.17011954344963,434,7.45818615734049,"Ex","Y","SBrkr",7.45818615734049,0,7.45818615734049,1,0,2,0,3,"Gd",7,0,"Attchd",2005,"Fin",2,6.49223983502047,"Y",1,2006,"WD","Normal",12.4684369099977,"VinylSd",6.07304453410041,4,0,1,0,0,1,1,0,1,0,1,0.0385067012812695,0,1,0,0,0,0.395457709983831,0.084393224456816,0
143,50,"RL",4.26267987704132,9.05017161982336,"Reg","Corner","NAmes","Artery","1Fam","1.5Fin",5,4,1952,1952,"Gable","Wd Sdng","None",5.04985600724954,"TA","Fa","CBlock","TA","No","Rec",6.22851100359118,403,6.8134445995109,"Fa","Y","SBrkr",6.8134445995109,6.16331480403464,7.23345541862144,0,0,2,0,4,"TA",6,0,"Detchd",2000,"Unf",2,6.5792512120101,"Y",6,2010,"WD","Normal",12.0197430673387,"BrkFace",5.99893656194668,4,0,0,0,1,1,0.5,0,0,0,1,-0.000754009951391699,0,0,0,0,0,0.00949095065799392,0.000284036282034454,1
144,20,"RL",4.35670882668959,9.24329147211587,"IR1","Inside","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","BrkFace",5.20948615284142,"Gd","TA","PConc","Gd","Gd","GLQ",6.5206211275587,811,7.30653139893951,"Ex","Y","SBrkr",7.31388683163346,0,7.31388683163346,1,0,2,0,3,"Gd",6,0,"Attchd",1999,"RFn",2,6.3578422665081,"Y",6,2009,"WD","Normal",12.2258752728264,"VinylSd",6.69826805411541,1,0,1,1,0,1,1,0,1,0,1,0.0172825580287797,0,1,0,0,0,0.177489127692389,0.00937605001270631,0
145,90,"RM",4.24849524204936,9.11602969250494,"Reg","Inside","Sawyer","RRAe","Duplex","1Story",5,5,1963,1963,"Gable","HdBoard","BrkFace",5.8171111599632,"TA","TA","CBlock","TA","No","Rec",7.19443685110033,396,7.454719949364,"TA","Y","SBrkr",7.454719949364,0,7.454719949364,1,0,2,0,6,"TA",10,0,"Detchd",1963,"Unf",2,6.22257626807137,"Y",11,2006,"ConLI","Abnorml",11.7360690162844,"HdBoard",5.98141421125448,4,0,1,0,1,1,0.5,1,0,0,0,0.266715818222939,0,0,1,0,1,0.321926398555237,-0.0550393872868867,0
146,160,"RM",3.17805383034795,7.83280751652486,"Reg","Inside","Edwards","Norm","Twnhs","2Story",6,5,2004,2006,"Gable","VinylSd","Stone",3.91202300542815,"Gd","TA","PConc","Gd","No","Unf",5.91079664404053,970,6.87729607149743,"Ex","Y","SBrkr",6.87729607149743,6.6052979209482,7.44366368311559,0,0,2,0,3,"Gd",7,0,"Detchd",2004,"Unf",2,5.94017125272043,"Y",4,2006,"WD","Normal",11.7752897294377,"VinylSd",6.87729607149743,4,0,0,0,0,1,0.666666666666667,0,1,0,1,-0.0221436770177258,1,1,0,0,0,0.0256585463856187,-0.0448559857925132,0
147,30,"RM",3.93182563272433,8.71931737550637,"Reg","Corner","BrkSide","Norm","1Fam","1Story",5,7,1931,1993,"Gable","Wd Sdng","None",5.74300318780948,"TA","TA","BrkTil","TA","No","BLQ",5.34233425196481,506,6.57228254269401,"TA","Y","FuseA",6.77422388635761,0,6.77422388635761,1,0,1,0,2,"TA",5,0,"Detchd",1931,"Unf",1,5.19295685089021,"Y",11,2009,"WD","Normal",11.5617156291397,"Wd Sdng",6.22653666928747,4,0,1,0,1,1,1,0,0,0,1,-0.0408314107938059,0,1,0,0,1,0.513957281896636,0.229679190367915,0
148,60,"RL",4.30406509320417,9.15957325492253,"IR1","CulDSac","Gilbert","Norm","1Fam","2Story",7,5,2001,2001,"Gable","VinylSd","BrkFace",5.19295685089021,"Gd","TA","PConc","Gd","No","Unf",5.99645208861902,884,6.78445706263764,"Ex","Y","SBrkr",6.78445706263764,7.04838640872188,7.6182510978767,0,0,2,1,3,"Gd",8,1,"BuiltIn",2001,"Fin",2,6.07304453410041,"Y",5,2010,"WD","Normal",12.3126823805884,"VinylSd",6.78445706263764,1,0,0,0,0,1,1,0,1,0,1,0.0248781799579616,0,1,0,0,0,0.255494959250812,0.100034264334146,0
149,20,"RL",4.14313472639153,8.9226582995244,"Reg","Inside","SawyerW","Norm","1Fam","1Story",7,5,2004,2005,"Gable","VinylSd","BrkFace",4.78749174278205,"TA","TA","PConc","Gd","No","GLQ",6.52209279817015,400,6.98471632011827,"Ex","Y","SBrkr",6.98471632011827,0,6.98471632011827,1,0,1,0,3,"Gd",6,0,"Attchd",2004,"Fin",0,5.48063892334199,"Y",4,2008,"WD","Normal",11.8565151693603,"VinylSd",5.99146454710798,4,0,1,0,0,1,0.666666666666667,0,1,0,1,-0.0150364510244995,0,1,0,0,0,-0.154421965283352,0.0484088545540969,0
150,50,"RM",3.91202300542815,8.73873546136347,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",5,4,1936,1950,"Gable","MetalSd","None",0,"TA","TA","BrkTil","Gd","No","Unf",5.38449506278909,896,6.79794041297493,"Gd","Y","FuseA",6.79794041297493,6.10479323241498,7.20340552108309,0,0,1,0,3,"TA",7,0,"Detchd",1936,"Unf",1,5.48063892334199,"Y",4,2006,"WD","Normal",11.6526874073454,"MetalSd",6.79794041297493,4,0,0,0,1,1,0.333333333333333,0,0,0,1,-0.0328713802008048,0,1,0,0,0,0.413761976178384,0.0236716135433136,0
151,20,"RL",4.78749174278205,9.24532134087143,"Reg","Corner","CollgCr","Norm","1Fam","1Story",5,6,1975,1975,"Gable","HdBoard","None",5.68357976733868,"TA","TA","CBlock","TA","Av","BLQ",6.57368016696065,253,6.87626461189077,"TA","Y","SBrkr",6.87626461189077,0,6.87626461189077,0,0,1,1,3,"TA",5,0,"Attchd",1975,"Unf",2,6.08677472691231,"Y",1,2007,"WD","Normal",11.7117763237154,"HdBoard",5.53338948872752,4,0,1,0,1,1,0.666666666666667,0,0,0,1,-0.0277011000184292,0,1,0,0,1,0.348682100231974,0.123515925752108,0
152,20,"RL",4.67282883446191,9.53899642739739,"Reg","Inside","NridgHt","Norm","1Fam","1Story",8,5,2007,2008,"Hip","VinylSd","Stone",6.07764224334903,"Gd","TA","PConc","Ex","Gd","GLQ",7.24422751560335,310,7.44424864949671,"Ex","Y","SBrkr",7.44424864949671,0,7.44424864949671,1,0,2,0,2,"Gd",6,1,"Attchd",2007,"RFn",3,6.76388490856244,"Y",1,2008,"New","Partial",12.8277291949399,"VinylSd",5.73657229747919,4,0,1,1,0,0,1.5,0,1,1,1,0.0699447762137157,0,1,0,0,0,1.51769062038332,0.142153281754589,0
153,60,"RL",4.35670882668959,9.60258514191349,"IR1","CulDSac","NWAmes","Norm","1Fam","2Story",6,5,1971,1971,"Gable","HdBoard","BrkFace",5.52942908751142,"TA","TA","CBlock","TA","No","Rec",6.03068526026126,409,6.71538338633468,"Gd","Y","SBrkr",7.00033446027523,6.79794041297493,7.59739632021279,0,0,2,1,4,"TA",8,1,"Attchd",1971,"RFn",2,6.20455776256869,"Y",6,2006,"WD","Normal",12.1547793511426,"HdBoard",6.0137151560428,1,0,0,0,1,1,0.75,0,0,0,1,0.0110616648814534,1,1,0,0,0,-0.0128174847039062,0.0418421148241679,0
154,20,"RL",4.74493212836325,9.51044496442652,"Reg","Inside","ClearCr","Norm","1Fam","1Story",6,7,1960,1975,"Flat","Plywood","None",5.74300318780948,"TA","TA","CBlock","Gd","Gd","BLQ",6.06145691892802,93,7.3790081276283,"Gd","Y","SBrkr",7.13249755166004,0,7.13249755166004,1,0,1,0,1,"TA",4,1,"Attchd",1960,"RFn",2,6.33505425149806,"Y",3,2008,"WD","Normal",12.3673407931263,"BrkFace",4.53259949315326,4,0,1,1,1,1,2,0,0,0,1,0.0296607910550246,0,1,0,0,0,-0.0343688531272507,-0.0453959939503547,1
155,30,"RM",4.43081679884331,9.33609157728174,"Reg","Corner","OldTown","Norm","1Fam","1Story",6,5,1923,1950,"Gable","Wd Sdng","None",5.66296048013595,"TA","TA","BrkTil","TA","No","Unf",6.3456363608286,1200,7.09007683577609,"TA","Y","FuseA",7.09007683577609,0,7.09007683577609,0,0,1,0,4,"TA",7,0,"Detchd",1923,"Unf",1,5.74300318780948,"Y",3,2006,"WD","Family",11.7360690162844,"Wd Sdng",7.09007683577609,4,0,1,0,1,1,0.25,0,0,0,0,0.266715818222939,0,1,0,0,1,0.0296350909136598,0.0515426252062192,0
156,50,"RL",4.0943445622221,9.16951837745593,"Reg","Corner","Edwards","Artery","1Fam","1.5Fin",6,5,1924,1950,"Gable","Wd Sdng","None",4.65396035015752,"TA","TA","BrkTil","TA","No","Unf",5.41164605185504,572,6.3491389913798,"Fa","N","FuseF",6.3491389913798,6.26149168432104,6.99942246750796,0,0,1,0,2,"TA",5,0,"Detchd",1921,"Unf",0,5.50533153593236,"N",4,2008,"WD","Normal",11.2772031314492,"Wd Sdng",6.3491389913798,4,0,0,0,1,1,0.5,0,0,0,1,-0.0657262543417248,1,0,0,0,0,0.0761589931261255,0.200554678440931,0
157,20,"RL",4.0943445622221,8.88183630500415,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1950,1950,"Hip","Wd Sdng","None",4.78749174278205,"TA","TA","CBlock","TA","No","Rec",6.19236248947487,0,6.77536609093639,"TA","Y","FuseF",6.94697599213542,0,6.94697599213542,0,0,1,0,2,"TA",5,0,"Detchd",1950,"Unf",2,6.4377516497364,"Y",6,2006,"WD","Normal",11.6036798282387,"Wd Sdng",4.0943445622221,4,0,1,0,1,1,0.5,0,0,0,1,-0.0371595433726406,0,1,0,0,1,0.467738379277841,0.135660260973908,0
158,60,"RL",4.52178857704904,9.39291189752534,"Reg","Corner","Timber","Norm","1Fam","2Story",8,5,2009,2010,"Gable","VinylSd","BrkFace",4.43081679884331,"Gd","TA","PConc","Ex","No","Unf",5.2040066870768,774,6.65157187358973,"Ex","Y","SBrkr",6.65157187358973,7.08506429395255,7.5847730776122,0,0,2,1,4,"Ex",8,1,"BuiltIn",2009,"Fin",3,6.52209279817015,"Y",5,2010,"New","Partial",12.5043236693312,"VinylSd",6.65157187358973,4,0,0,0,0,0,0.75,0,1,1,1,0.0416467927229528,0,1,0,0,0,0.903669296067881,0.151525940949019,0
